,PRODUCT,OUTCOME_LEVEL
2087,avocado from mexico,7.509954793467904e-05
2088,hardcandy lip plumper lip gloss,7.509954793467904e-05
2089,biocidin advanced formula,7.509954793467904e-05
2090,tillamook oregon strawberry ice cream,7.509954793467904e-05
2091,lee swanson signature line healthy blood pressure support formula,7.509954793467904e-05
2092,tony chachere low sodium seasoning,7.509954793467904e-05
2093,8greens gelatin gummies peach,7.509954793467904e-05
2094,choline,7.502493237864074e-05
2095,steele spirit ultra biotics the next generation probiotic and prebiotic,7.429498735630497e-05
2096,"roasted lightly salted pistachios, in-the-shell",7.429498735630497e-05
2097,florical,7.419261289686898e-05
2098,therbiotic complete,7.409023843743298e-05
2099,appetite support vegetarian capsules,7.308092894018692e-05
2100,wild planet skipjact light tuna no salt added,7.030057628852248e-05
2101,nasal saline spray,6.962540101252108e-05
2102,citrus fruit,6.95983901695844e-05
2103,otc,6.94206520936491e-05
2104,"beta carotene 10,000iu",6.94206520936491e-05
2105,genuine health omega3 joy,6.94206520936491e-05
2106,omeprazole,6.94206520936491e-05
2107,riboflavin,6.837119489856059e-05
2108,ergocalciferol capsule 50000iu,6.837119489856059e-05
2109,beet root powder pills,6.82688204391246e-05
2110,deodorant body spray,6.307403799187692e-05
2111,all natural stuff,6.286928907300492e-05
2112,mucona pruriens,6.276691461356894e-05
2113,sun chlorella,6.266454015413294e-05
2114,nsc-24 immuclease,6.266454015413294e-05
2115,lasix,6.266454015413294e-05
2116,ib guard,6.266454015413294e-05
2117,freedavite (betacarotene,6.266454015413294e-05
2118,"50,000u d2",6.266454015413294e-05
2119,branched chained amino acids,6.266454015413294e-05
2120,epi- andro,6.266454015413294e-05
2121,lithium orotate,6.266454015413294e-05
2122,macushield original formula,6.266454015413294e-05
2123,florent,6.266454015413294e-05
2124,fit and lean meal shakes,6.266454015413294e-05
2125,bttled waters,6.266454015413294e-05
2126,gaia olive leaf liquid cap,6.266454015413294e-05
2127,thieves,6.266454015413294e-05
2128,choclevate,6.266454015413294e-05
2129,novaferrum multivitamin with iron supplement for infants and toddlers,6.266454015413294e-05
2130,kbc (reported as a chinese herb vegetable capsule),6.266454015413294e-05
2131,congest aid ii,6.266454015413294e-05
2132,diltiazem,6.266454015413294e-05
2133,"senna tablet (sennosides), 8.6 mg",6.171745741848043e-05
2134,coqlo(ubidecarenone),6.152584535451422e-05
2135,cayenne pills,6.151270849960845e-05
2136,stool softners,6.151270849960845e-05
2137,histamine shield,6.151270849960845e-05
2138,probotics,6.151270849960845e-05
2139,p.d.q. herbal skin cream,5.699310132836217e-05
2140,alpha max male,5.699310132836217e-05
2141,resers home style potato salad with cage-free eggs,5.689072686892618e-05
2142,herbs forever terminalia chebula fruit powder,5.689072686892618e-05
2143,soylent ready to drink meal chocolate flavor labeled gluten free,5.678835240949018e-05
2144,cognitive health probiotic,5.678835240949018e-05
2145,midnite,5.678835240949018e-05
2146,spectrum elite,5.678835240949018e-05
2147,now uc-ii type ii collagen,5.678835240949018e-05
2148,pycnogenol,5.588141737168012e-05
2149,mega sporebiotic probiotic,5.588141737168012e-05
2150,mega mucosa support,5.577904291224413e-05
2151,arnica,5.4858971019528296e-05
2152,wal-mucil,5.4858971019528296e-05
2153,dr teals pure epsom salt soaking solutions balance calm with matcha green tea,5.4858971019528296e-05
2154,colloidal minerals,5.4858971019528296e-05
2155,men multivitamim,5.47565965600923e-05
2156,whey protein from optimum nutrition,5.47565965600923e-05
2157,loratadine,5.47565965600923e-05
2158,quinol,5.47565965600923e-05
2159,host of multi vit,5.47565965600923e-05
2160,klarie there probiotic,5.47565965600923e-05
2161,gnc kids chewable probiotics,5.47565965600923e-05
2162,agua de valeriana,5.47565965600923e-05
2163,bladder active herbal powder mix,5.47565965600923e-05
2164,kelp capsules,5.47565965600923e-05
2165,coq1o,5.47565965600923e-05
2166,witch hazel,5.47565965600923e-05
2167,mens multivitams,5.47565965600923e-05
2168,remfresh,5.47565965600923e-05
2169,yummy bears baby d 400 ius,5.47565965600923e-05
2170,omege-3 acid ethyl esters,5.47565965600923e-05
2171,testrovax,5.47565965600923e-05
2172,folexin,5.47565965600923e-05
2173,naac,5.47565965600923e-05
2174,glucasamine,5.47565965600923e-05
2175,wal-born vitamin c chewable,5.47565965600923e-05
2176,ad ointment,5.47565965600923e-05
2177,relora,5.47565965600923e-05
2178,medique medi-lyte electrolytes,5.47565965600923e-05
2179,effector,5.47565965600923e-05
2180,gwaltney great dogs,5.47565965600923e-05
2181,wal-som sleep aid,5.47565965600923e-05
2182,bovine proteins,5.47565965600923e-05
2183,ogx coconut miracle oil,5.218210411812994e-05
2184,maybelline great lash mascara,5.146548290207797e-05
2185,henna,5.1363108442641974e-05
2186,gaba,5.118482018495957e-05
2187,pantothenic acid,5.098007126608758e-05
2188,del monte veggie tray,5.0851236145461995e-05
2189,function of beauty conditioner,5.0851236145461995e-05
2190,summers eve blissful escape cleansing wash,5.064648722659e-05
2191,gentlease neuropro,5.0441738307718016e-05
2192,makeup maniacs full spectrum cbd oil,5.0441738307718016e-05
2193,as i am hair products,5.0441738307718016e-05
2194,celestial seasonings sleepytime extra,5.0441738307718016e-05
2195,bondi boost hg shampoo,5.0339363848282016e-05
2196,schar hamburger buns,5.0339363848282016e-05
2197,xylimelts dry mouth,5.0339363848282016e-05
2198,african pompano,5.0339363848282016e-05
2199,stir fry classic sauce,5.0339363848282016e-05
2200,tostitos avocado salsa,5.023698938884602e-05
2201,pruvit keto os 3.0 chocolate swirl,5.023698938884602e-05
2202,silk dairy-free oat creamer the vanilla one,5.023698938884602e-05
2203,emk eye cream,5.023698938884602e-05
2204,supreme canned lump crab meat,5.023698938884602e-05
2205,dannon activia vanilla yogurt,5.023698938884602e-05
2206,ahi tuna,5.023698938884602e-05
2207,brussel sprouts,5.023698938884602e-05
2208,wise french onion flavored dip,5.023698938884602e-05
2209,costco vegetables,5.023698938884602e-05
2210,rose essential oil premium grade essential oil,5.023698938884602e-05
2211,malta goya,5.023698938884602e-05
2212,homemade vanilla ice cream,5.023698938884602e-05
2213,nuts,5.023698938884602e-05
2214,wild cherry pepsi,5.023698938884602e-05
2215,ruffles original potato chips,5.023698938884602e-05
2216,yoplait gogurt ninja turtle 16 pack,5.013461492941002e-05
2217,candy,5.013461492941002e-05
2218,bright farms sunny crunch salad,5.013461492941002e-05
2219,hampton farms salted roasted in-shell peanuts,5.013461492941002e-05
2220,heb sockeye wild caught smoked salmon alaskan,5.013461492941002e-05
2221,lusters pink oil moisturizing hair lotion,5.013461492941002e-05
2222,piggly wiggly white grape juice,5.013461492941002e-05
2223,chanel 08 stylo ombre it contour rouge noir,5.013461492941002e-05
2224,zolli pops,5.013461492941002e-05
2225,lindt excellence hazenut bar,5.013461492941002e-05
2226,libbys premium manderin oranges,5.013461492941002e-05
2227,winn dixie apple pie,5.013461492941002e-05
2228,blueprint nutrition greensbury antioxidant support,5.013461492941002e-05
2229,on the border medium salsa,5.013461492941002e-05
2230,wild harvest organic baby romaine,5.013461492941002e-05
2231,lentils with roasted vegetables soup,5.013461492941002e-05
2232,pompeian extra virgin olive oil,5.013461492941002e-05
2233,breakfast bar,5.013461492941002e-05
2234,mannitol,5.013461492941002e-05
2235,jordans skinny mixes classic coffee syrup,5.013461492941002e-05
2236,everfresh cranberry juice,5.013461492941002e-05
2237,neocate infant,5.013461492941002e-05
2238,isothority protein powder cookes and creme,5.013461492941002e-05
2239,mm dark chocolate peanut family size,5.013461492941002e-05
2240,schweppes lemon lime seltzer water,5.013461492941002e-05
2241,millville steel cut oats traditional,5.013461492941002e-05
2242,carrots,5.013461492941002e-05
2243,new rhino 25 titanium 8000,5.013461492941002e-05
2244,iced tea,5.013461492941002e-05
2245,extra gum,5.013461492941002e-05
2246,red snapper,5.013461492941002e-05
2247,marys mountain cookies monster cookie dough,5.003224046997403e-05
2248,pork and beans,5.003224046997403e-05
2249,nicaprin,5.003224046997403e-05
2250,whenever bars oat chocolate chip coconut,5.003224046997403e-05
2251,whipped cream cheese,5.003224046997403e-05
2252,shamrock farms organic milk,5.003224046997403e-05
2253,woke af,5.003224046997403e-05
2254,cafe valley bakery 7up lemon lime cake,5.003224046997403e-05
2255,majans bhuja snacks crunch seasoned peas,5.003224046997403e-05
2256,"bio lyfe cbd gummies 300mg, thc free isolate from hemp extract dietary supp.",5.003224046997403e-05
2257,baked goods,5.003224046997403e-05
2258,eyepromise restore,5.003224046997403e-05
2259,calico xd,5.003224046997403e-05
2260,gem daily essentials for women,5.003224046997403e-05
2261,actif organics,5.003224046997403e-05
2262,walnut creek farms sugar free candy coconut and praline,5.003224046997403e-05
2263,worcestershire sauce,5.003224046997403e-05
2264,dole classic romaine salad,5.003224046997403e-05
2265,max stamina go all night,5.003224046997403e-05
2266,pompeian smooth olive oil,5.003224046997403e-05
2267,martinellis gold champion sparkling apple-grape,5.003224046997403e-05
2268,squeeced yeast,5.003224046997403e-05
2269,seedless watermelon,5.003224046997403e-05
2270,bud light seltzer hard flavored seltzer,5.003224046997403e-05
2271,mt olive kosher dill pickle,5.003224046997403e-05
2272,brami italian snacking lupini beans,5.003224046997403e-05
2273,soybean flour for soybean noodle soup,5.003224046997403e-05
2274,shoyu ahi poke meal kit,5.003224046997403e-05
2275,hills brothers columbian coffee,5.003224046997403e-05
2276,siete maiz sea salt totopos corn tortilla chips made with avocado oil,5.003224046997403e-05
2277,solutions4 appetite appeaser,5.003224046997403e-05
2278,mymo ripe strawberry mochi ice cream,5.003224046997403e-05
2279,ramdev khakhra,5.003224046997403e-05
2280,hiland small curd cottage cheese,5.003224046997403e-05
2281,new summit nutritionals somavive,5.003224046997403e-05
2282,biocharge mixed berry,5.003224046997403e-05
2283,caulipower buffa-whoa buffalo-style chicken,5.003224046997403e-05
2284,pure natural bromealin,5.003224046997403e-05
2285,world direct cooked lobster meat,5.003224046997403e-05
2286,cocobanana hopia yellow,5.003224046997403e-05
2287,jonis bacon snapz,5.003224046997403e-05
2288,umzu redwood,5.003224046997403e-05
2289,sunflower kernels,5.003224046997403e-05
2290,trim fit garcinia cambogia,5.003224046997403e-05
2291,melon trio,5.003224046997403e-05
2292,hot cheetos,5.003224046997403e-05
2293,gnc earth genius organiq eats,5.003224046997403e-05
2294,upspring fertility female preconception health,5.003224046997403e-05
2295,urb delta8-thc gummies,5.003224046997403e-05
2296,takis fuego,5.003224046997403e-05
2297,edibles,5.003224046997403e-05
2298,amp wheybolic,5.003224046997403e-05
2299,vintage muscle methyltest,5.003224046997403e-05
2300,visbiome high potency probiotic,5.003224046997403e-05
2301,redotex,5.003224046997403e-05
2302,pure coconut water,5.003224046997403e-05
2303,back to nature chocolate chunk cookies,5.003224046997403e-05
2304,baby skin instant pore eraser,5.003224046997403e-05
2305,goya pastel de masa con puerico,5.003224046997403e-05
2306,ellenos lemon curd yogurt,5.003224046997403e-05
2307,yucatan guacamole,5.003224046997403e-05
2308,value pack crunchy breaded fish fillets,5.003224046997403e-05
2309,vapor distilled mineral water,5.003224046997403e-05
2310,martha white gluten free sweet yellow cornbread muffin mix,5.003224046997403e-05
2311,lipodrene,5.003224046997403e-05
2312,abronne feelfit chews chocolate flavor,5.003224046997403e-05
2313,eight oclock coffee original ground,5.003224046997403e-05
2314,egglands best large white eggs,5.003224046997403e-05
2315,zyrexin,5.003224046997403e-05
2316,zetox zeolite,5.003224046997403e-05
2317,protonium,5.003224046997403e-05
2318,lipo pill,5.003224046997403e-05
2319,react pro nitric oxide booster,5.003224046997403e-05
2320,good starts gentle baby formula liquid,5.003224046997403e-05
2321,perrier watermelon,5.003224046997403e-05
2322,anchored cookies and cream cbd chocolate bar,5.003224046997403e-05
2323,pmp green apple,5.003224046997403e-05
2324,pmp blue raspberry stim-free,5.003224046997403e-05
2325,amsterdam poppers jungle juice,5.003224046997403e-05
2326,assured pediatric electrolyte,5.003224046997403e-05
2327,curaleaf hemp oil,5.003224046997403e-05
2328,vibrant health joint vibrance,5.003224046997403e-05
2329,kal lithium orate,5.003224046997403e-05
2330,full spectrum delta-9 gummies 250mg kiwi burst,5.003224046997403e-05
2331,te xiao,5.003224046997403e-05
2332,kinders organic bbq sauce,5.003224046997403e-05
2333,hals new york coffee seltzer,5.003224046997403e-05
2334,naval oranges,5.003224046997403e-05
2335,king organic soba noodles sweet potato buck wheat,5.003224046997403e-05
2336,sysco frosted flakes,5.003224046997403e-05
2337,the greek gods greeks yogurt black cherry,5.003224046997403e-05
2338,ion color brilliance intensive shine 00 clear demi permanent hair color,5.003224046997403e-05
2339,our family enriched hot dog buns,5.003224046997403e-05
2340,heart health 120/80 care,5.003224046997403e-05
2341,bobos oats bites,5.003224046997403e-05
2342,m ms,5.003224046997403e-05
2343,tater tracker meet your farmer kettle cooked chips backyard bbq,5.003224046997403e-05
2344,tonic syrup concentrate,5.003224046997403e-05
2345,remifemin,5.003224046997403e-05
2346,relax bears,5.003224046997403e-05
2347,cow organics fresh carrots,5.003224046997403e-05
2348,heb organic apple blueberry fruit yogurt blend,5.003224046997403e-05
2349,friendly farms unsweetened vanilla almond milk,5.003224046997403e-05
2350,olipop cream soda,5.003224046997403e-05
2351,nut cravings,5.003224046997403e-05
2352,disodium phosphate,5.003224046997403e-05
2353,para smart microbial cleanse,5.003224046997403e-05
2354,redlight st under eye serum,5.003224046997403e-05
2355,red grape wine,5.003224046997403e-05
2356,lishou slimming instant coffee,5.003224046997403e-05
2357,teatrical celulas madre de la flor,5.003224046997403e-05
2358,head of butter lettuce,5.003224046997403e-05
2359,fremont wild caught breaded fish sticks,5.003224046997403e-05
2360,the salsa texan tortilla,5.003224046997403e-05
2361,soda pops,5.003224046997403e-05
2362,mucci farms sweet peppers,5.003224046997403e-05
2363,chill6 anti-anxiety and vitality formula,5.003224046997403e-05
2364,success fragrant thai rice jasmine,5.003224046997403e-05
2365,moms meal various,5.003224046997403e-05
2366,helados mexico minis variety pack,5.003224046997403e-05
2367,kemps under the stairs ice cream,5.003224046997403e-05
2368,snapper fillets,5.003224046997403e-05
2369,quarter cake gold dec balloon cake,5.003224046997403e-05
2370,rhema bewell superfood greens,5.003224046997403e-05
2371,cambells savory vegetable soup,5.003224046997403e-05
2372,lcr health active-pk,5.003224046997403e-05
2373,okinawa flat belly tonic,5.003224046997403e-05
2374,sunshine bakery sesame mochi,5.003224046997403e-05
2375,bellway super fiber fruit psyllium husk prebiotic fiber supplement,5.003224046997403e-05
2376,slim roast dark roast coffee,5.003224046997403e-05
2377,island white sand body scrub,5.003224046997403e-05
2378,slate lactose free dark chocolate milk,5.003224046997403e-05
2379,kikkoman preservative free sweet and sour sauce,5.003224046997403e-05
2380,jetfuel superburn,5.003224046997403e-05
2381,lotus natural antidepressant calm and relax,5.003224046997403e-05
2382,metanx l-methylfolate ca/p-5-p/me-cbl,5.003224046997403e-05
2383,sensitive infant formula powdered,5.003224046997403e-05
2384,nellies free range eggs limited edition eggnog,5.003224046997403e-05
2385,dark energy,5.003224046997403e-05
2386,jimmy dean breakfast croissant sausage egg sandwich,5.003224046997403e-05
2387,fermented ginseng,4.912530543216397e-05
2388,opticleanse ghi creamy chocolate,4.902293097272798e-05
2389,iberogast,4.902293097272798e-05
2390,alfalfa,4.811599593491792e-05
2391,eye vitamins,4.8013621475481926e-05
2392,mag-ox,4.8013621475481926e-05
2393,pepto herbal blends with ginger and chamomile,4.523326882381748e-05
2394,inositol,4.523326882381748e-05
2395,gingko,4.432633378600742e-05
2396,muitivitamin,4.432633378600742e-05
2397,ibuprofen,4.053667163709692e-05
2398,rosemary,3.8989029181481296e-05
2399,bromelain,3.857953134373732e-05
2400,sports research plant based k2d3,3.8477156884301324e-05
2401,jams,3.847715688430132e-05
2402,absonutrix uridine monophosphate,3.847715688430132e-05
2403,fenugreek,3.7672596305927265e-05
2404,senior plus,3.7570221846491265e-05
2405,vsl3,3.7570221846491265e-05
2406,cvs vision health advanced eye health,3.7467847387055265e-05
2407,wen styling cream,3.2028168323093154e-05
2408,hello fresh fresh crab meyer lemon salad kit,3.192579386365716e-05
2409,nootropics depot lions mane 8:1 mushroom extract beta gluten minimum content 15,3.182341940422117e-05
2410,fleur and bees eye eye baby,3.182341940422117e-05
2411,basis-cellular health optimization,3.182341940422117e-05
2412,peter pan peanut butter honey roasted crunchy,3.182341940422117e-05
2413,bcaa,3.182341940422117e-05
2414,peptiva sleep support,3.182341940422117e-05
2415,topiramate,3.172104494478517e-05
2416,nordic naturals dha infant,3.172104494478517e-05
2417,nioxin 3,3.172104494478517e-05
2418,dr.sinatra advanced lung bronchial support,3.172104494478517e-05
2419,meta fiber wafer multi grain fiber wafers apple crisp,3.172104494478517e-05
2420,collegen peptides,3.172104494478517e-05
2421,nicotinamide riboside (niasun),3.172104494478517e-05
2422,unflavored pediatric elemental powder,3.172104494478517e-05
2423,cur-q10 ultra,3.172104494478517e-05
2424,antronex,3.172104494478517e-05
2425,leptiburn,3.172104494478517e-05
2426,gymnema sylvestra,3.172104494478517e-05
2427,vitabiotics perfectil plus skin,3.172104494478517e-05
2428,saint randeaux camembert brie cheese,3.172104494478517e-05
2429,skim milk,3.172104494478517e-05
2430,monteblanco fresh baby bella mushroom,3.172104494478517e-05
2431,red raspberry tea-used for fetility and other herbal teas/hibiscus,3.172104494478517e-05
2432,zyflamend whole body,3.172104494478517e-05
2433,xtend 7g bcaa fuel recovery and enhances hydration,3.172104494478517e-05
2434,paraguard advanced intestinal flora support,3.172104494478517e-05
2435,seed probiotic,3.0711735447539116e-05
2436,mangesium,3.0711735447539116e-05
2437,shaklee mens health vitamin,2.692207329862862e-05
2438,flonase,2.692207329862862e-05
2439,eucerin,2.5886303140192977e-05
2440,shea moisture baobab and tea tree oils low porosity protein-free conditioner,2.578392868075698e-05
2441,acrylics,2.5476805302448994e-05
2442,colorado white peach tea,2.5476805302448994e-05
2443,grandelash md,2.5476805302448994e-05
2444,ogx thick and full biotin and collagen shampoo,2.5476805302448994e-05
2445,nairs hair remover moisturizing cream,2.5476805302448994e-05
2446,pacific foods organic roasted red pepper and tomato soup,2.5476805302448994e-05
2447,dior eye serum,2.5374430843012998e-05
2448,permanence illuminate,2.5374430843012998e-05
2449,lubriderm advanced therapy lotion,2.5374430843012998e-05
2450,huggies baby wipes,2.5374430843012998e-05
2451,the little potato company garlic parsley fresh creamer potatoes with seasoning pack,2.5374430843012998e-05
2452,glossed over lip gloss primrose,2.5272056383577e-05
2453,the james skinner co various,2.5272056383577e-05
2454,palm oil in multitude,2.5272056383577e-05
2455,ogx anti breakage keratin oil shampoo,2.5272056383577e-05
2456,hiland chocolate milk,2.5272056383577e-05
2457,confetty lip gloss,2.5272056383577e-05
2458,la colors color last cnp 16 energy,2.5272056383577e-05
2459,salon pro glue residue shampoo remover,2.5272056383577e-05
2460,family foods market shrimp unpeeled from seafood counter,2.5272056383577e-05
2461,darigold zero fat free milk,2.5272056383577e-05
2462,purisure bentonite clay acne treatment mud mask,2.5272056383577e-05
2463,the honeypot company sensitive foaming wash,2.5272056383577e-05
2464,potato flavor cucumber chips,2.5169681924141008e-05
2465,pravana chromosilk,2.5169681924141008e-05
2466,laura lynn bread and butter sandwich slices,2.5169681924141008e-05
2467,project b3 body pack,2.5169681924141008e-05
2468,charms blow pops,2.5169681924141008e-05
2469,"oatmeal, single grain cereal, supported sitter, 1st foods",2.5169681924141008e-05
2470,costco wild dover sole,2.5169681924141008e-05
2471,halo beauty kiwi seed booster,2.5169681924141008e-05
2472,ogx shampoo and conditioner thick full,2.5169681924141008e-05
2473,genova albacore tuna olive oil the mediterranean way,2.5169681924141008e-05
2474,san pellegrino mineral water,2.5169681924141008e-05
2475,sunmaid since 1912 california sun-dried raisins timeless and trusted,2.5169681924141008e-05
2476,kao ultra healing,2.5169681924141008e-05
2477,maxwell house instant original roast medium,2.5169681924141008e-05
2478,carolina jasmine cilantro lime rice,2.5169681924141008e-05
2479,hyd pro-gluco,2.5169681924141008e-05
2480,wen re-moist hydrating mask,2.5169681924141008e-05
2481,the mane choice multivitamin scalp nourishing growth oil,2.5169681924141008e-05
2482,teeth whitening treatment,2.5169681924141008e-05
2483,lipozene,2.5169681924141008e-05
2484,wunderkeks everything cotton candy cookie,2.5169681924141008e-05
2485,farm eggs,2.506730746470501e-05
2486,circulogic,2.506730746470501e-05
2487,dr. thunder,2.506730746470501e-05
2488,betena enjera,2.506730746470501e-05
2489,peace tea georgia peach,2.506730746470501e-05
2490,froot kaves,2.506730746470501e-05
2491,"tj farms select blueberries, frozen",2.506730746470501e-05
2492,gala apple,2.506730746470501e-05
2493,tints of nature permanent hair dye 4n,2.506730746470501e-05
2494,aerobic life mag o7 oxygen digestive system cleanser capsules,2.506730746470501e-05
2495,freemans polishing charcoal mask scrub gel mask scrub,2.506730746470501e-05
2496,idahoan instant mashed potatoes garlic and herb,2.506730746470501e-05
2497,river north crunchy peas,2.506730746470501e-05
2498,forever blessed cassava supplement cassava fertility supplement,2.506730746470501e-05
2499,sunniva mocha coffee,2.506730746470501e-05
2500,tilapia boneless filet,2.506730746470501e-05
2501,vprove volufiline wrinkle cream,2.506730746470501e-05
2502,"boars head chef salad (turkey, ham swiss cheese)",2.506730746470501e-05
2503,temporary acrylic nails,2.506730746470501e-05
2504,snakyard crispy okra,2.506730746470501e-05
2505,h-e-b whole milk,2.506730746470501e-05
2506,softee shimmering argan daily mosture hair/bodyscalp,2.506730746470501e-05
2507,sliced white mushrooms,2.506730746470501e-05
2508,o3 (whitening and massage creame- c),2.506730746470501e-05
2509,sky organics shea butter,2.506730746470501e-05
2510,arc whitening systems strips light whitestrip 3d white no flavor,2.506730746470501e-05
2511,teddy grahams outdoor discoveries,2.506730746470501e-05
2512,dees egg free chocolate zebra doughnut,2.506730746470501e-05
2513,aldi mango,2.506730746470501e-05
2514,blue crab,2.506730746470501e-05
2515,aloe vita zero white grape water,2.506730746470501e-05
2516,olivias balsamic vinaigrette spring mix kit,2.506730746470501e-05
2517,bamboo supplement,2.506730746470501e-05
2518,fudge bars,2.506730746470501e-05
2519,boba tea blueberry,2.506730746470501e-05
2520,oxy elite pro super thermogenic,2.506730746470501e-05
2521,chia seeds,2.506730746470501e-05
2522,dr sam robbins choleslo,2.506730746470501e-05
2523,hempworx 750 with pure cbd oil and herbal drops peppermint flavor,2.506730746470501e-05
2524,glutino strawberry oven baked gluten free bar,2.506730746470501e-05
2525,field packed iceberg lettuce,2.506730746470501e-05
2526,big win ripe olives,2.506730746470501e-05
2527,cadbury milk chocolate mini eggs,2.506730746470501e-05
2528,russell stover sugar free mini peppermint patty,2.506730746470501e-05
2529,cabot extra sharp white cheddar cheese,2.506730746470501e-05
2530,bbq potato chips,2.506730746470501e-05
2531,bbq salmon,2.506730746470501e-05
2532,california sun dried peached a summer peach year round,2.506730746470501e-05
2533,myco ultra ds,2.506730746470501e-05
2534,molluscum away,2.506730746470501e-05
2535,sp detox balance,2.506730746470501e-05
2536,nerium eht,2.506730746470501e-05
2537,sorbitol,2.506730746470501e-05
2538,santa cruz organic mango juice,2.506730746470501e-05
2539,recomp rx,2.506730746470501e-05
2540,raw milk,2.506730746470501e-05
2541,purium cracked cell chlorella,2.506730746470501e-05
2542,baskin robbins vanilla ice cream,2.506730746470501e-05
2543,ranch cesar salad kit,2.506730746470501e-05
2544,cream puffs,2.506730746470501e-05
2545,nutmeg,2.506730746470501e-05
2546,meriva 500-sf,2.506730746470501e-05
2547,red palm kernel oil,2.506730746470501e-05
2548,nourishvita,2.506730746470501e-05
2549,guinness extra stout,2.506730746470501e-05
2550,cove beam 3-in-1 dietary supplement for migraine support,2.506730746470501e-05
2551,mints low calorie,2.506730746470501e-05
2552,revolution farms great lakes gourmet,2.506730746470501e-05
2553,ming jung gi volufiline amampoule,2.506730746470501e-05
2554,gleamin vitamin c mask,2.506730746470501e-05
2555,shop rite gourmet sinfully white cake,2.506730746470501e-05
2556,jones road miracle balm,2.506730746470501e-05
2557,guans mushroom enoki mushroom,2.506730746470501e-05
2558,milk chocolate mms chocolate candies,2.506730746470501e-05
2559,greek yogurt non-fat plain,2.506730746470501e-05
2560,diva skin lightening formula,2.506730746470501e-05
2561,new age magnesium gummies,2.506730746470501e-05
2562,mre lite dutch apple pie,2.506730746470501e-05
2563,cucumber,2.506730746470501e-05
2564,snm nail candy monomer nail liquid,2.506730746470501e-05
2565,daidaihua,2.506730746470501e-05
2566,dunkin donuts iced coffee,2.506730746470501e-05
2567,tresseme,2.506730746470501e-05
2568,artisan goods malibu raw gua sha soap,2.506730746470501e-05
2569,true terpenes oil,2.506730746470501e-05
2570,face cleanser from sephora,2.506730746470501e-05
2571,sobe life water,2.506730746470501e-05
2572,pro jym root beer float,2.506730746470501e-05
2573,wilton ready-rolled fondant,2.506730746470501e-05
2574,eat smart sweet kale chopped salad kit,2.506730746470501e-05
2575,atkins indulge chocolate coconut bar,2.506730746470501e-05
2576,durian,2.506730746470501e-05
2577,unipharma childrens cough syrup,2.506730746470501e-05
2578,unicorn drops,2.506730746470501e-05
2579,margaritas amigos restuarant style mild salsa,2.506730746470501e-05
2580,van leeuwen bourbon cherries jubilee ice cream,2.506730746470501e-05
2581,wen bella spirit indigo,2.506730746470501e-05
2582,edys rocky road ice cream,2.506730746470501e-05
2583,early california sliced ripe olives,2.506730746470501e-05
2584,apothecary extracts starmalade batter,2.506730746470501e-05
2585,zeal kiwi watermelon mix,2.506730746470501e-05
2586,eos whipped pumpkin latte lipbalm,2.506730746470501e-05
2587,cooked tofu,2.506730746470501e-05
2588,hormel beef stew,2.506730746470501e-05
2589,tru,2.506730746470501e-05
2590,diet mountain dew,2.506730746470501e-05
2591,grace snacks more animal crackers original flavor,2.506730746470501e-05
2592,perfumes,2.506730746470501e-05
2593,ampro prostyle styling gel,2.506730746470501e-05
2594,silk organic soymilk vanilla,2.506730746470501e-05
2595,amish country roll butter,2.506730746470501e-05
2596,lido deck chicken caesar salad,2.506730746470501e-05
2597,fitness one formulas pure weight loss usda organic thermogenic fat burner-clean,2.506730746470501e-05
2598,viori shampoo and conditioner bar,2.506730746470501e-05
2599,good pop chocolate and vanilla ice cream treats,2.506730746470501e-05
2600,ashfiat alharamain,2.506730746470501e-05
2601,soul 500,2.506730746470501e-05
2602,hair loss supplement,2.506730746470501e-05
2603,pre-cut cantaloupe and pre-cut watermelon spears,2.506730746470501e-05
2604,lilly bs organic bean rice cheese burritos,2.506730746470501e-05
2605,coleslaw mix,2.506730746470501e-05
2606,pop zero simply cinema healthy popcorn,2.506730746470501e-05
2607,coho salmon wild fresh fish,2.506730746470501e-05
2608,zar cosmic chocolate candy bar with peanut butter,2.506730746470501e-05
2609,claroil root touch up,2.506730746470501e-05
2610,mccall farms peanut patch boiled peanuts,2.506730746470501e-05
2611,aunt jemima buttermilk complete pancake mix,2.506730746470501e-05
2612,dr brandt no more baggage eye gel,2.506730746470501e-05
2613,divacurl ultra defining gel,2.4964933005269015e-05
2614,do-si-dos scout cookies only from girl scouts,2.4964933005269015e-05
2615,eucalyptol/lemon/other scented oil,2.4964933005269015e-05
2616,fgo organic amla powder rejuvenate raw from india certified organic,2.4964933005269015e-05
2617,"evultion nutrition cla1000, stimulant free weight management",2.4964933005269015e-05
2618,eternal brand nano water with cbd,2.4964933005269015e-05
2619,ethylhexylglycerin,2.4964933005269015e-05
2620,epic pork rinds bbq seasoning,2.4964933005269015e-05
2621,diucaps l-phenylalanine,2.4964933005269015e-05
2622,genex formulas catuaba,2.4964933005269015e-05
2623,cvs maximum strength probiotic,2.4964933005269015e-05
2624,her wet martini,2.4964933005269015e-05
2625,enriched potato rolls,2.4964933005269015e-05
2626,cv science cbd oil,2.4964933005269015e-05
2627,enzycore,2.4964933005269015e-05
2628,cvs boost mens max,2.4964933005269015e-05
